anzsco_code,occupation_name,weekly_cash_earnings_males_raw,weekly_cash_earnings_females_raw,weekly_cash_earnings_persons_raw,average_age_males_raw,average_age_females_raw,average_age_persons_raw,currency,earnings_period,reference_period,source,source_table,source_file
2534,Psychiatrists,,,3381.3,,,51.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2535,Surgeons,4486.2,3752.4,4158.7,38.7,31.2,35.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2539,Other medical practitioners,4990.4,2770.4,3867.8,42.1,44.3,43.2,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2541,Midwives,,,1481.8,,,38.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2542,Nurse educators and researchers,2675.4,1893.7,2032.3,53.8,48.2,49.2,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2543,Nurse managers,3098.1,2348.8,2443.3,42.7,46.7,46.2,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2544,Registered nurses,1730.8,1716.6,1718.3,40.5,41.9,41.7,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2611,ICT business and systems analysts,2815.8,2531.7,2737.1,41.5,41.6,41.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2612,Multimedia specialists and web developers,2289.4,1922.3,2228.8,34.8,36.2,35.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2613,Software and applications programmers,2653.1,2432.1,2610.2,39.9,39.8,39.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2621,"Database and systems administrators, and ICT security specialists",2497.7,2081.3,2408.4,42.6,38.7,41.7,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2631,Computer network professionals,2467.1,1945.5,2398.2,40.9,37.3,40.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2632,ICT support and test engineers,2315.7,2266.7,2305.3,39.3,38.9,39.2,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2633,Telecommunications engineering professionals,2924.8,2782.9,2904.0,50.0,39.0,48.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2711,Barristers,3331.4,2918.6,3062.9,45.2,42.0,43.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2712,Judicial and other legal professionals,3110.2,2998.7,3039.7,43.4,41.0,41.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2713,Solicitors,2440.8,2169.3,2298.9,34.5,34.3,34.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2721,Counsellors,1184.5,1443.8,1407.1,45.7,44.6,44.7,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2722,Ministers of religion,1403.8,811.7,1210.0,46.7,51.7,48.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2723,Psychologists,2051.9,1395.4,1532.7,40.0,38.5,38.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2724,Social professionals,1440.7,1315.6,1356.7,47.7,51.6,50.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2725,Social workers,2200.1,1900.4,1928.4,44.3,42.2,42.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
2726,"Welfare, recreation and community arts workers",1846.6,1687.1,1716.9,44.9,40.0,40.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3111,"Agricultural, agritech and aquaculture technicians",1418.2,2018.7,1678.7,57.5,51.8,55.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3112,Medical technicians,1300.6,1268.6,1275.8,41.2,43.4,42.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3113,Primary products assurance and inspection officers,2156.4,1322.1,1633.1,42.0,34.5,37.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3114,Science technicians,1756.5,1377.7,1587.8,44.1,39.8,42.2,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3121,"Architectural, building and surveying technicians",2374.2,1871.6,2304.9,42.8,39.0,42.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3122,Civil engineering draftspersons and technicians,1650.7,1925.9,1683.1,41.0,41.4,41.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3123,Electrical engineering draftspersons and technicians,2766.0,1851.9,2695.8,44.7,42.1,44.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3124,Electronic engineering draftspersons and technicians,,,1753.4,,,41.6,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3125,Mechanical engineering draftspersons and technicians,,,2671.1,,,48.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3126,Safety inspectors,1905.5,860.9,1745.3,41.1,27.7,39.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3129,Other building and engineering technicians,3141.6,2118.7,3008.1,45.0,41.8,44.6,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3131,ICT support technicians,1756.3,1663.2,1737.0,38.4,36.1,37.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3132,Telecommunications technical specialists,2370.2,2055.8,2303.8,46.0,39.2,44.6,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3211,Automotive electricians,,,2513.3,,,35.6,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3212,Motor mechanics,1566.0,1274.4,1561.5,36.8,27.0,36.7,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3221,"Metal casting, forging and finishing trades workers",,,,,,,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3222,Sheetmetal workers,,,1648.2,,,30.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3223,Structural steel and welding trades workers,1844.7,1323.2,1815.8,39.6,23.5,38.7,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3231,Aircraft maintenance engineers,,,2039.7,,,49.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3232,Metal fitters and machinists,2491.7,2381.9,2486.9,40.8,35.1,40.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3233,Precision metal trades workers,,,1308.9,,,30.2,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3234,Toolmakers and engineering patternmakers,840.8,,840.8,58.3,,58.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3241,Panelbeaters,,,1797.4,,,40.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3242,Vehicle body builders and trimmers,,,740.2,,,49.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3243,Vehicle painters,,,1721.3,,,38.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3311,Bricklayers and stonemasons,1688.4,,1688.4,40.0,,40.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3312,Carpenters and joiners,1681.9,890.0,1672.1,31.4,36.4,31.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3321,Floor finishers,1862.8,,1862.8,54.8,,54.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3322,Painters,1417.7,1148.9,1365.2,35.5,31.8,34.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3331,Glaziers,1850.1,,1850.1,34.3,,34.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3332,Plasterers and renderers,,,1311.0,,,26.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3333,Roof tilers,388.6,,388.6,69.7,,69.7,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3334,Wall and floor tilers,1104.2,,1104.2,48.7,,48.7,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3341,Plumbers,1747.5,1688.0,1746.8,32.2,23.3,32.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3411,Electricians,2149.7,1451.4,2129.2,37.2,27.5,36.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3421,Airconditioning and refrigeration mechanics,,,2069.7,,,34.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3422,Electrical distribution trades workers,,,3047.3,43.0,26.5,42.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3423,Electronics trades workers,,,1822.2,,,40.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3424,Telecommunications trades workers,,,2151.4,,,42.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3511,Bakers and pastrycooks,1198.0,1042.2,1151.8,36.8,37.5,37.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3512,Butchers and smallgoods makers,,,1397.7,,,35.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3513,Chefs,1308.9,1178.6,1270.1,36.6,34.4,36.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3514,Cooks,885.2,1059.8,962.6,33.3,40.1,36.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3611,Animal attendants and trainers,1115.5,992.1,1016.3,38.0,32.7,33.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3613,Veterinary nurses,,969.3,969.3,,33.0,33.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3621,Florists,,1193.7,1193.7,,40.0,40.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3623,Sports turf managers and trades workers,,,1363.8,,,44.6,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3624,Nurserypersons,,,1244.8,,,49.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3625,Arboriculture workers,1431.6,1513.4,1444.0,34.7,23.8,33.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3626,Gardeners (general),990.0,1209.9,1009.4,41.6,44.5,41.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3627,Landscape gardeners and irrigation technicians,,,1398.1,,,34.6,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3631,"Senior aquaculture, crop and forestry workers",,,,,,,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3632,Senior livestock farm workers,,,,,,,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3633,Shearers and wool classers,,,,,,,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3911,Hairdressers,797.6,936.8,887.6,31.5,28.7,29.7,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3921,Print finishers and screen printers,,,960.5,,,58.6,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3922,Graphic pre-press trades workers,1927.8,1359.9,1762.0,44.2,40.3,43.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3923,Printers,1482.6,1211.2,1395.9,50.2,60.4,53.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3931,Canvas and leather goods makers,,,,,,,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3932,Clothing trades workers,,595.7,595.7,,47.0,47.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3933,Upholsterers,1384.4,,1384.4,40.5,,40.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3941,Cabinet and furniture makers,,,1358.5,,,29.6,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3942,Wood machinists and other wood trades workers,1186.1,,1186.1,52.3,,52.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3991,Boat builders and shipwrights,1896.1,,1896.1,37.8,,37.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3992,"Chemical, gas, petroleum and power generation plant operators",3190.4,3226.3,3192.9,47.3,46.3,47.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3993,"Gallery, library and museum technicians",884.6,1102.0,1082.0,30.8,50.7,48.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3994,Jewellers,,,,,,,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3995,Performing arts technicians,1334.3,1389.1,1348.7,39.1,40.6,39.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3996,Signwriters,,,,,,,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
3999,Other miscellaneous technicians and trades workers,2689.9,648.0,2148.4,44.9,39.7,43.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4111,Ambulance officers and paramedics,2849.6,2486.7,2686.9,43.6,38.0,41.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4112,"Dental hygienists, technicians and therapists",1646.3,1396.9,1461.1,52.2,34.1,38.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4113,Diversional therapists,,1163.4,1163.4,,47.4,47.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4114,Enrolled and mothercraft nurses,1572.8,1247.2,1293.5,34.4,41.5,40.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4115,Indigenous health workers,,,1529.8,,,36.7,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4116,Massage therapists,883.8,753.7,788.7,35.6,41.0,39.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4117,Welfare support workers,1594.7,1518.0,1538.0,39.4,43.5,42.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4211,Child carers,685.3,898.0,890.2,26.4,34.8,34.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4221,Education aides,968.3,901.2,909.4,43.6,45.2,45.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4231,Aged and disabled carers,1097.3,1004.3,1027.4,37.8,41.2,40.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4232,Dental assistants,1479.5,832.6,875.6,34.5,32.1,32.3,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4233,Nursing support and personal care workers,1155.8,1105.9,1117.7,41.0,39.6,39.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4234,Special care workers,1397.6,1108.4,1150.0,44.4,38.5,39.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4311,Bar attendants and baristas,879.7,821.2,840.6,30.6,27.9,28.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4312,Cafe workers,811.0,656.5,691.6,28.2,28.4,28.4,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4313,Gaming workers,1485.7,1013.0,1283.9,37.0,32.5,35.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4314,Hotel service managers,1326.4,1351.4,1345.7,39.9,41.0,40.8,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4315,Waiters,572.1,668.8,638.1,27.5,28.1,27.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4319,Other hospitality workers,753.9,593.7,662.4,26.9,29.1,28.1,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4411,Defence force members - other ranks,,,,,,,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4412,Fire and emergency workers,2189.3,1967.8,2168.5,42.6,42.1,42.5,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4413,Police,2601.0,2155.5,2471.2,40.1,39.6,40.0,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4421,Prison officers,2155.0,2079.0,2135.5,45.3,47.7,45.9,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
4422,Security officers and guards,1515.2,1414.9,1492.8,43.9,40.6,43.2,AUD,weekly,2025-05-01,Australian Bureau of Statistics,"Employee Earnings and Hours - Data Cube 11, Table 1",abs_employee_earnings_hours_anzsco4_2025-05.xlsx
